paper_id,title,keyword,cluster,old_282_status,expanded_459_status,transition,diagnostic_interpretation
7d6de5f94a84,(Re)Defining Restorative and Regenerative Urban Design and Their Relation to UNSDGs—A Systematic Review,Design Patterns,10,new_paper,clustered,new_paper -> clustered,new paper joined a density-connected region
81c74e1bcf00,Evaluation of the relationship between studies of design research and design process in the field of architecture: a systematic review,Design knowledge,19,new_paper,clustered,new_paper -> clustered,new paper joined a density-connected region
8391308bc194,"Design creativity for transitions: C-K/Topos, an advanced design theory for creative preservation",Design theory,-1,new_paper,noise,new_paper -> noise,"new paper lies in a sparse, niche, or boundary region under fixed HDBSCAN settings"
84cf9697f69d,Building an information system design theory for vigilant EIS,Design theory,18,new_paper,clustered,new_paper -> clustered,new paper joined a density-connected region
858cd2d5608b,How to gamify? A method for designing gamification,Design methods,4,new_paper,clustered,new_paper -> clustered,new paper joined a density-connected region
86405f99f015,The design theory nexus,Design theory,18,new_paper,clustered,new_paper -> clustered,new paper joined a density-connected region
86f2cddcc51d,A granular view of knowledge development in design science research,Design knowledge,14,new_paper,clustered,new_paper -> clustered,new paper joined a density-connected region
87713959435f,"Know-about, Know-that, Know-how: A Model for Moving Between Theory and Design Practice",Design methods,-1,new_paper,noise,new_paper -> noise,"new paper lies in a sparse, niche, or boundary region under fixed HDBSCAN settings"
877ae1e561a7,SoK: Agentic Skills - Beyond Tool Use in LLM Agents,Design Patterns,17,new_paper,clustered,new_paper -> clustered,new paper joined a density-connected region
87b61e77d082,Analysis patterns,Design Patterns,17,new_paper,clustered,new_paper -> clustered,new paper joined a density-connected region
87c5da85b30a,The Evolution of Software Design Patterns: An In-Depth Review,Design Patterns,17,new_paper,clustered,new_paper -> clustered,new paper joined a density-connected region
8969406d81c9,It’s about Time: Adopting Theoretical Constructs from Visualization for Sonification,Design theory,5,new_paper,clustered,new_paper -> clustered,new paper joined a density-connected region
8a4fa21e354d,"Intention, Material, and Design Knowledge: Analysis of the Triple Relationship Theory of Artifacts",Design knowledge,19,new_paper,clustered,new_paper -> clustered,new paper joined a density-connected region
8bb42e8202f8,A mathematical theory of design: modeling the design process (Part II),Design theory,-1,new_paper,noise,new_paper -> noise,"new paper lies in a sparse, niche, or boundary region under fixed HDBSCAN settings"
8e0dfec2492d,Drama and Software Patterns,Design Patterns,17,new_paper,clustered,new_paper -> clustered,new paper joined a density-connected region
90b3e6bb765d,Towards Phenomenon-driven Design Science Research,Design principles,14,new_paper,clustered,new_paper -> clustered,new paper joined a density-connected region
9308054f3e8a,Design Patterns in Mixed Methods Research: Embedding Mixed Methods Matched Comparisons Sampling in Previous Design Decisions,Design Patterns,17,new_paper,clustered,new_paper -> clustered,new paper joined a density-connected region
9378a46b93c6,Socio-technical IS design science research: developing design theory for IS integration management,Design knowledge,18,new_paper,clustered,new_paper -> clustered,new paper joined a density-connected region
9381fc58f61b,Design theory for dynamic complexity in information infrastructures: the case of building internet,Design theory,18,new_paper,clustered,new_paper -> clustered,new paper joined a density-connected region
93c5c97a0a92,Investigating Instructional Design Expertise: A 25-Year Review of Literature,Design expertise,15,new_paper,clustered,new_paper -> clustered,new paper joined a density-connected region
96ed07ad56c0,"Schemata, gambits and precedent: some factors in design expertise",Design expertise,-1,new_paper,noise,new_paper -> noise,"new paper lies in a sparse, niche, or boundary region under fixed HDBSCAN settings"
96f09212f1ba,Quality-driven validation: a link between four research traditions,Design rationale,16,new_paper,clustered,new_paper -> clustered,new paper joined a density-connected region
97b253588409,An information systems design theory for web-based education,Design theory,18,new_paper,clustered,new_paper -> clustered,new paper joined a density-connected region
97b32465f821,Systematic design procedures,Design Procedures,-1,new_paper,noise,new_paper -> noise,"new paper lies in a sparse, niche, or boundary region under fixed HDBSCAN settings"
9e71c6e0b826,Towards design theory for community collaboration support system during crises: from conceptualisation to validation,Design theory,18,new_paper,clustered,new_paper -> clustered,new paper joined a density-connected region
a14565cde772,HCI Engineering Design Principles as a Way Forward for HCI Design Knowledge,Design knowledge,0,new_paper,clustered,new_paper -> clustered,new paper joined a density-connected region
a1ccc16dab98,ANALYSIS OF DESIGN COMPETENCE OF FUTURE ENGINEER-TEACHERS,Design knowledge,2,new_paper,clustered,new_paper -> clustered,new paper joined a density-connected region
a200b553056c,The design construct in information systems design science,Design knowledge,18,new_paper,clustered,new_paper -> clustered,new paper joined a density-connected region
a223dfc7b9a8,Patterns as signs,Design Patterns,17,new_paper,clustered,new_paper -> clustered,new paper joined a density-connected region
a47956c54fb0,Limits of intelligence in design,Design theory,10,new_paper,clustered,new_paper -> clustered,new paper joined a density-connected region
a4ef5e43da80,A Design Archival Approach to Knowledge Production in Design Research and Practice,Design knowledge,15,new_paper,clustered,new_paper -> clustered,new paper joined a density-connected region
a779c321ee06,Blockchain Interoperability Patterns,Design Patterns,17,new_paper,clustered,new_paper -> clustered,new paper joined a density-connected region
a8b318749f73,A conceptual framework for design science research,Design knowledge,16,new_paper,clustered,new_paper -> clustered,new paper joined a density-connected region
b3d7c30694e8,Software pre-patterns as architectural knowledge,Design knowledge,17,new_paper,clustered,new_paper -> clustered,new paper joined a density-connected region
b5e00197bf29,Forms of discovery for design knowledge,Design knowledge,14,new_paper,clustered,new_paper -> clustered,new paper joined a density-connected region
b6f644351152,HCI Design Knowledge as Craft Artefacts and Design Practice Experience,Design knowledge,0,new_paper,clustered,new_paper -> clustered,new paper joined a density-connected region
b7ba414dae37,Learning Experience Design in the Light of Design Knowledge and Philosophy,Design knowledge,15,new_paper,clustered,new_paper -> clustered,new paper joined a density-connected region
b8c02b0994bd,The Designer's Body as Resource in Design: Exploring Combinations of Point-of-view and Tense,Design methods,7,new_paper,clustered,new_paper -> clustered,new paper joined a density-connected region
b97dadb53877,A pattern language for parallel application programs,Design Patterns,17,new_paper,clustered,new_paper -> clustered,new paper joined a density-connected region
bb08fe1a5d09,Taxonomy of architectural style usage,Design Patterns,17,new_paper,clustered,new_paper -> clustered,new paper joined a density-connected region
bd23ac0241ec,Joint Activity Design Heuristics for Enhancing Human-Machine Collaboration,Design Heuristics,16,new_paper,clustered,new_paper -> clustered,new paper joined a density-connected region
be4112c3c6af,Sharing Design Knowledge Through Codification in Interdisciplinary DSR Collaborations,Design knowledge,14,new_paper,clustered,new_paper -> clustered,new paper joined a density-connected region
be45dd819505,Population targeted requirements acquisition,Design theory,16,new_paper,clustered,new_paper -> clustered,new paper joined a density-connected region
be51adc4b7cc,Development and evaluation of emerging design patterns for ubiquitous computing,Design Patterns,17,new_paper,clustered,new_paper -> clustered,new paper joined a density-connected region
bf1ef2949b3c,Design patterns: Abstraction and reuse of object-oriented design,Design Patterns,17,new_paper,clustered,new_paper -> clustered,new paper joined a density-connected region
bf31dda38b9e,Instructional transaction theory: instructional design based on knowledge objects,Design theory,-1,new_paper,noise,new_paper -> noise,"new paper lies in a sparse, niche, or boundary region under fixed HDBSCAN settings"
bfff60a9512a,EVALUATING DESIGN RATIONALE,Design rationale,9,new_paper,clustered,new_paper -> clustered,new paper joined a density-connected region
c1149e306456,DEFINING HUMAN-CENTERED AI: A COMPREHENSIVE REVIEW OF HCAI LITERATURE,Design methods,-1,new_paper,noise,new_paper -> noise,"new paper lies in a sparse, niche, or boundary region under fixed HDBSCAN settings"
c12e86da6f5e,Revisiting the design intent concept in the context of mechanical CAD education,Design rationale,9,new_paper,clustered,new_paper -> clustered,new paper joined a density-connected region
c1b4dc1ba8ba,A mathematical theory of design: representation of design artifacts (Part I),Design theory,-1,new_paper,noise,new_paper -> noise,"new paper lies in a sparse, niche, or boundary region under fixed HDBSCAN settings"
c403cb52fbf7,"Exploring co-design: a systematic review of concepts, processes, models, and frameworks used in public health research",Design theory,8,new_paper,clustered,new_paper -> clustered,new paper joined a density-connected region
c6c22fc10c10,Ecological interface design: theoretical foundations,Design principles,-1,new_paper,noise,new_paper -> noise,"new paper lies in a sparse, niche, or boundary region under fixed HDBSCAN settings"
c6dce869a98c,Towards normal design for safety-critical systems,Design rationale,16,new_paper,clustered,new_paper -> clustered,new paper joined a density-connected region
ca1427a57062,The retrieval of structured design rationale for the re-use of design knowledge with an integrated representation,Design knowledge,9,new_paper,clustered,new_paper -> clustered,new paper joined a density-connected region
ca409db2dd49,A design theory for managing software process improvement,Design theory,16,new_paper,clustered,new_paper -> clustered,new paper joined a density-connected region
ca4fa896aabc,A design pattern approach to bitemporal data modeling,Design Patterns,17,new_paper,clustered,new_paper -> clustered,new paper joined a density-connected region
ce5d2c17f94f,"Like PEAS in PoDS: the player, environment, agents, system framework for the personalization of digital systems",Design frameworks,4,new_paper,clustered,new_paper -> clustered,new paper joined a density-connected region
ce6761927633,Definition and use of software requirement patterns in requirements engineering,Design Patterns,17,new_paper,clustered,new_paper -> clustered,new paper joined a density-connected region
d012dd1ac1d7,Semantic analysis patterns,Design Patterns,17,new_paper,clustered,new_paper -> clustered,new paper joined a density-connected region
d14d96f15e60,Revisiting the Design Patterns of Composite Visualizations,Design Patterns,5,new_paper,clustered,new_paper -> clustered,new paper joined a density-connected region
d1e78ef0032e,Dark Patterns: Towards a Socio-technical Approach,Design Patterns,-1,new_paper,noise,new_paper -> noise,"new paper lies in a sparse, niche, or boundary region under fixed HDBSCAN settings"
d24e6cf8ae6a,Physical Design Cognition: A Non-‐symbolic Formalization for Performing Design Knowledge,Design knowledge,7,new_paper,clustered,new_paper -> clustered,new paper joined a density-connected region
d30aca57f472,Design Rationale as Theory,Design rationale,9,new_paper,clustered,new_paper -> clustered,new paper joined a density-connected region
d330bde18c87,Languaging design methods,Design methods,3,new_paper,clustered,new_paper -> clustered,new paper joined a density-connected region
d41009f91ba1,Designing theory,Design expertise,19,new_paper,clustered,new_paper -> clustered,new paper joined a density-connected region
d54cc84186ed,Examining Rock Engineering Knowledge through a Philosophical Lens,Design methods,-1,new_paper,noise,new_paper -> noise,"new paper lies in a sparse, niche, or boundary region under fixed HDBSCAN settings"
d590c1f63670,Design Knowledge Interaction Model: A Proposal from a Cognitive Perspective,Design knowledge,15,new_paper,clustered,new_paper -> clustered,new paper joined a density-connected region
d6b2bf339ae4,"Co-producing, curating, and defining design knowledge in an online practitioner community",Design knowledge,15,new_paper,clustered,new_paper -> clustered,new paper joined a density-connected region
d785c8a9964a,A Framework for Concept and its Testing on Patents,Design theory,-1,new_paper,noise,new_paper -> noise,"new paper lies in a sparse, niche, or boundary region under fixed HDBSCAN settings"
d7afefaf53ef,The Value of Design Patterns in Designing Teaching in Online Settings,Design Patterns,2,new_paper,clustered,new_paper -> clustered,new paper joined a density-connected region
dbc7c9876d1a,The Creativity Passdown Effect: Sharing Design Thinking Processes with Design Theory,Design theory,19,new_paper,clustered,new_paper -> clustered,new paper joined a density-connected region
ded38f6c2ce8,Design Patterns for Situated Visualization in Augmented Reality,Design Patterns,5,new_paper,clustered,new_paper -> clustered,new paper joined a density-connected region
df4ffdba87ae,Reconciling theories with design choices in design science research,Design knowledge,19,new_paper,clustered,new_paper -> clustered,new paper joined a density-connected region
e0e99d72e1b0,The typological learning framework: the application of structured precedent design knowledge in the architectural design studio,Design knowledge,-1,new_paper,noise,new_paper -> noise,"new paper lies in a sparse, niche, or boundary region under fixed HDBSCAN settings"
e59a343ad585,The kaleidoscope of effective gamification: deconstructing gamification in business applications,Design Guidelines,4,new_paper,clustered,new_paper -> clustered,new paper joined a density-connected region
e936b4f274a1,The four components of a procedure,Design Guidelines,16,new_paper,clustered,new_paper -> clustered,new paper joined a density-connected region
e9618999ee23,"Layers, decisions, patterns, styles, and architectures",Design Patterns,17,new_paper,clustered,new_paper -> clustered,new paper joined a density-connected region
ede2a92151d5,HCI Design Knowledge as Models and Methods,Design knowledge,0,new_paper,clustered,new_paper -> clustered,new paper joined a density-connected region
f053c79dde3d,Integrating theory development with design evaluation,Design rationale,-1,new_paper,noise,new_paper -> noise,"new paper lies in a sparse, niche, or boundary region under fixed HDBSCAN settings"
f13149d3303f,Information Exchange Design Patterns for Robot Swarm Foraging and Their Application in Robot Control Algorithms,Design Patterns,12,new_paper,clustered,new_paper -> clustered,new paper joined a density-connected region
f6588fca84f9,The Design Activity Framework: Investigating the Data Visualization Design Process,Design methods,5,new_paper,clustered,new_paper -> clustered,new paper joined a density-connected region
f7668dd5c63f,Construction of Intermediate Knowledge in Design: A Case Study of Cultural and Creative Product Design,Design knowledge,15,new_paper,clustered,new_paper -> clustered,new paper joined a density-connected region
f7a213ef52da,Dark patterns in the design of games,Design Patterns,4,new_paper,clustered,new_paper -> clustered,new paper joined a density-connected region
f8c905d3c779,Structures to effectively share architectural knowledge,Design Patterns,17,new_paper,clustered,new_paper -> clustered,new paper joined a density-connected region
f9a132245837,HCI Knowledge,Design knowledge,0,new_paper,clustered,new_paper -> clustered,new paper joined a density-connected region
fbf6d34a07e9,Conceptualizing Design Knowledge in IS Research - A Review and Taxonomy of Design Knowledge Properties,Design knowledge,15,new_paper,clustered,new_paper -> clustered,new paper joined a density-connected region
fd29fa6c3eca,The Conceptual Relationship Model: Understanding Patterns and Mechanics in Game Design,Design Patterns,4,new_paper,clustered,new_paper -> clustered,new paper joined a density-connected region
1a3361a5f828,What are Security Patterns? A Formal Model for Security and Design of Software,Design Patterns,17,new_paper,clustered,new_paper -> clustered,new paper joined a density-connected region
234ec11212b7,Under the umbrella: components of empathy in psychology and design,Design methods,7,new_paper,clustered,new_paper -> clustered,new paper joined a density-connected region
28e9bfcf6713,Validating effective design knowledge for re-use: HCI engineering design principles,Design knowledge,0,new_paper,clustered,new_paper -> clustered,new paper joined a density-connected region
421030e9786e,Unpacking Human-AI interactions: From Interaction Primitives to a Design Space,Design Patterns,12,new_paper,clustered,new_paper -> clustered,new paper joined a density-connected region
4691ac0735c4,Transition Designing as Ontological Redirection: Key Principles for Transition-Oriented Futuring,Design theory,-1,new_paper,noise,new_paper -> noise,"new paper lies in a sparse, niche, or boundary region under fixed HDBSCAN settings"
4e4a50e133cc,Weapon design patterns in shooter games,Design Patterns,4,new_paper,clustered,new_paper -> clustered,new paper joined a density-connected region
63e3bdac7fab,What Do We Know about the Effectiveness of Software Design Patterns?,Design Patterns,17,new_paper,clustered,new_paper -> clustered,new paper joined a density-connected region
aea175ec1e11,Typed Design Patterns for the Functional Era,Design Patterns,17,new_paper,clustered,new_paper -> clustered,new paper joined a density-connected region
f59da9db088b,Value sensitive design as a formative framework,Design knowledge,-1,new_paper,noise,new_paper -> noise,"new paper lies in a sparse, niche, or boundary region under fixed HDBSCAN settings"
1aecb7940a63,A compositional approach to modelling design rationale,Design rationale,9,new_paper,clustered,new_paper -> clustered,new paper joined a density-connected region
38b608e72e2d,"A BOUNDARY OBJECT FOR MAPPING, COMPARING, AND INTEGRATING PRODUCT DESIGN METHODS",Design methods,-1,new_paper,noise,new_paper -> noise,"new paper lies in a sparse, niche, or boundary region under fixed HDBSCAN settings"
781628bf9a48,Making use: scenarios and scenario-based design,Design rationale,-1,new_paper,noise,new_paper -> noise,"new paper lies in a sparse, niche, or boundary region under fixed HDBSCAN settings"
