download_order,status,paper_id,keyword,year,title,authors,venue,doi,download_url,suggested_filename,existing_pdf_path,source_hint,notes,auto_status,auto_source,auto_message
185,missing,a285258b5545,Design theory,,Extended general design theory. I. Compactification of concept space,"Tomiyama, T.; Yoshikawa, H.",Journal of the Japan Society of Precision Engineering,,,Extended_general_design_theory_I_Compactification_of_concept_space.pdf,,DOI / publisher page / Google Scholar,needs manual download or institutional access,no_open_pdf_candidate,,
186,missing,057bbf472430,Design theory,Apr-86,Toward an Integrated Theory of Task Design,"Griffin, R. W.; Daft, R. L.",,,,Toward_an_Integrated_Theory_of_Task_Design.pdf,,DOI / publisher page / Google Scholar,needs manual download or institutional access,no_open_pdf_candidate,,
187,missing,5ffd963397c9,Design theory,1987,THEORY OF TECHNICAL SYSTEMS - PREREQUISITE TO DESIGN THEORY.,"Eder, W.Ernst",,,,THEORY_OF_TECHNICAL_SYSTEMS_PREREQUISITE_TO_DESIGN_THEORY.pdf,,DOI / publisher page / Google Scholar,needs manual download or institutional access,no_open_pdf_candidate,,
188,missing,4025e28730c1,Design theory,,Conceptual foundations of design problem solving,"Smith, G.F. (1); Browne, G.J.","IEEE Transactions on Systems, Man and Cybernetics",10.1109/21.260655,https://doi.org/10.1109/21.260655,21.260655.pdf,,IEEE Xplore / DOI page,needs manual download or institutional access,failed,OpenAlex location landing_page; OpenAlex location landing_page,OpenAlex location landing_page: not PDF (text/html; charset=UTF-8) | OpenAlex location landing_page: SSLError
189,missing,f0eab2f851e8,Design theory,,Design science−the need for a scientific basis for engineering design methodology,"Beitz, W. (1)",Journal of Engineering Design,10.1080/09544829408907878,https://doi.org/10.1080/09544829408907878,09544829408907878.pdf,,DOI / publisher page / Google Scholar,needs manual download or institutional access,failed,OpenAlex location landing_page,OpenAlex location landing_page: HTTP 403
190,missing,f652405808cb,Design theory,1996,A Theory of Decision Support System Design for User Calibration,"Kasper, George M. (1)",Information Systems Research,10.1287/isre.7.2.215,https://doi.org/10.1287/isre.7.2.215,isre.7.2.215.pdf,,DOI / publisher page / Google Scholar,needs manual download or institutional access,failed,OpenAlex location landing_page; OpenAlex location landing_page,OpenAlex location landing_page: HTTP 403 | OpenAlex location landing_page: HTTP 403
191,missing,4db508a9681a,Design theory,2000,Philosophy of design: A meta-theoretical structure for design theory,"Love, Terence",Design Studies,10.1016/S0142-694X(99)00012-5,https://doi.org/10.1016/S0142-694X(99)00012-5,s0142.694x.99.00012.5.pdf,,DOI / publisher page / Google Scholar,needs manual download or institutional access,failed,OpenAlex location landing_page,OpenAlex location landing_page: not PDF (text/html;charset=UTF-8)
192,missing,f0dd2d28f3d2,Design theory,2001,Research methods for design theory,"Tate, Derrick (1); Nordlund, Mats (2)",Proceedings of the ASME Design Engineering Technical Conference,10.1115/DETC2001/DTM-21694,https://doi.org/10.1115/DETC2001/DTM-21694,detc2001.dtm.21694.pdf,,DOI / publisher page / Google Scholar,needs manual download or institutional access,failed,OpenAlex location landing_page,OpenAlex location landing_page: HTTP 403
193,missing,c3005cf4cf75,Design theory,,Design as interactions of problem framing and problem solving,"Dzbor, M. (1); Zdrahal, Z. (1)",ECAI 2002. 15th European Conference on Artificial Intelligence Proceedings,,,Design_as_interactions_of_problem_framing_and_problem_solving.pdf,,DOI / publisher page / Google Scholar,needs manual download or institutional access,no_open_pdf_candidate,,
194,missing,f56243f52335,Design theory,2003,"Theory construction in design research Criteria: Approaches, and methods","Friedman, Ken (1)",Design Studies,10.1016/S0142-694X(03)00039-5,https://doi.org/10.1016/S0142-694X(03)00039-5,s0142.694x.03.00039.5.pdf,,DOI / publisher page / Google Scholar,needs manual download or institutional access,failed,OpenAlex oa_url; OpenAlex location landing_page; OpenAlex location landing_page; OpenAlex location landing_page; OpenAlex location landing_page; OpenAlex location landing_page; OpenAlex location landing_page; OpenAlex location landing_page,OpenAlex oa_url: HTTP 403 | OpenAlex location landing_page: not PDF (text/html;charset=UTF-8) | OpenAlex location landing_page: HTTP 403 | OpenAlex location landing_page: HTTP 403 | OpenAlex location landing_page: not PDF (text/html; charset=utf-8) | OpenAlex location landing_page: ConnectionError | OpenAlex location landing_page: HTTP 403 | OpenAlex location landing_page: HTTP 403
195,missing,804431d6f285,Design theory,2006,Concepts and definitions for product recovery: Analysis and clarification of the terminology used in academia and industry,"Lindahl, M. (1, 2); Sundin, E. (1, 2); Östlin, J. (1, 2); Björkman, M. (1, 2)",Innovation in Life Cycle Engineering and Sustainable Development,10.1007/1-4020-4617-0_8,https://doi.org/10.1007/1-4020-4617-0_8,1.4020.4617.0.8.pdf,,DOI / publisher page / Google Scholar,needs manual download or institutional access,failed,OpenAlex oa_url; OpenAlex location landing_page; OpenAlex location landing_page,OpenAlex oa_url: ConnectTimeout | OpenAlex location landing_page: not PDF (text/html; charset=utf-8) | OpenAlex location landing_page: ConnectTimeout
196,missing,c0372ed4d123,Design theory,2007,Web-based information systems: Developing a design theory,"Siau, Keng (1); Chen, Xiaofeng (1); Tan, Xin (2)","Association for Information Systems - 13th Americas Conference on Information Systems, AMCIS 2007: Reaching New Heights",,,Web_based_information_systems_Developing_a_design_theory.pdf,,DOI / publisher page / Google Scholar,needs manual download or institutional access,no_open_pdf_candidate,,
198,missing,9049c4d2bbec,Design theory,,Towards a design theory of blended learning curriculum,Ronghuai Huang (1); Ding Ma (1); Haisen Zhang (1),"Hybrid Learning and Education. First International Conference, ICHL 2008",10.1007/978-3-540-85170-7_6,https://doi.org/10.1007/978-3-540-85170-7_6,978.3.540.85170.7.6.pdf,,DOI / publisher page / Google Scholar,needs manual download or institutional access,failed,OpenAlex location landing_page,OpenAlex location landing_page: not PDF (text/html; charset=utf-8)
199,missing,0bca44c18d6c,Design theory,2009,"Tinkering, tailoring, and bricolage: Implications for theories of Design","Hovorka, Dirk S. (1); Germonprez, Matt (2)","15th Americas Conference on Information Systems 2009, AMCIS 2009",,,Tinkering_tailoring_and_bricolage_Implications_for_theories_of_Design.pdf,,DOI / publisher page / Google Scholar,needs manual download or institutional access,no_open_pdf_candidate,,
200,missing,0ecb6c9b7eeb,Design theory,,Pluralism in Knowledge Management: a Review,"Sheffield, J. (1)",Electronic Journal of Knowledge Management,,,Pluralism_in_Knowledge_Management_a_Review.pdf,,DOI / publisher page / Google Scholar,needs manual download or institutional access,no_open_pdf_candidate,,
201,missing,9f9f7295ec8c,Design theory,,Affordance based design: a relational theory for design,"Maier, J. (1); Fadel, G. (1)",Research in Engineering Design,10.1007/s00163-008-0060-3,https://doi.org/10.1007/s00163-008-0060-3,s00163.008.0060.3.pdf,,DOI / publisher page / Google Scholar,needs manual download or institutional access,failed,OpenAlex location landing_page,OpenAlex location landing_page: not PDF (text/html; charset=utf-8)
202,missing,b21a9b4cc5ef,Design theory,,C-K design theory: an advanced formulation,"Hatchuel, A. (1); Weil, B. (1)",Research in Engineering Design,10.1007/s00163-008-0043-4,https://doi.org/10.1007/s00163-008-0043-4,s00163.008.0043.4.pdf,,DOI / publisher page / Google Scholar,needs manual download or institutional access,failed,OpenAlex location landing_page,OpenAlex location landing_page: not PDF (text/html; charset=utf-8)
203,missing,0a130c0971e9,Design theory,2010,Feedforward as an essential active principle of engagement in computer games,"Swan, Richard H. (1)",Gaming and Cognition: Theories and Practice from the Learning Sciences,10.4018/978-1-61520-717-6.ch005,https://doi.org/10.4018/978-1-61520-717-6.ch005,978.1.61520.717.6.ch005.pdf,,DOI / publisher page / Google Scholar,needs manual download or institutional access,failed,OpenAlex location landing_page,OpenAlex location landing_page: HTTP 429
205,missing,92fd41483399,Design theory,,Design exemplars for synchronous e-learning: A design theory approach,"Hrastinski, S. (1); Keller, C. (2); Carlsson, S.A. (3)",Computers & Education,10.1016/j.compedu.2010.02.025,https://doi.org/10.1016/j.compedu.2010.02.025,j.compedu.2010.02.025.pdf,,DOI / publisher page / Google Scholar,needs manual download or institutional access,failed,OpenAlex location landing_page; OpenAlex location landing_page,OpenAlex location landing_page: not PDF (text/html;charset=UTF-8) | OpenAlex location landing_page: not PDF (text/html; charset=utf-8)
206,missing,75ffc50a1708,Design theory,2010,Transformation design theory: A meta-analogical framework,"Weaver, Jason (1); Wood, Kristin (1); Crawford, Richard (1); Jensen, Dan (2)",Journal of Computing and Information Science in Engineering,10.1115/1.3470028,https://doi.org/10.1115/1.3470028,1.3470028.pdf,,DOI / publisher page / Google Scholar,needs manual download or institutional access,failed,OpenAlex location landing_page,OpenAlex location landing_page: HTTP 403
209,missing,1728dd2afe4b,Design theory,2011,Design theory in practice – Making design science research more transparent,"Piirainen, Kalle A. (1, 2); Briggs, Robert O. (3)",Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),10.1007/978-3-642-20633-7_4,https://doi.org/10.1007/978-3-642-20633-7_4,978.3.642.20633.7.4.pdf,,DOI / publisher page / Google Scholar,needs manual download or institutional access,failed,OpenAlex location landing_page,OpenAlex location landing_page: not PDF (text/html; charset=utf-8)
210,missing,75f43821c56f,Design Guidelines,2007,Towards a Model of Information Aesthetics in Information Visualization,A. Lau; A. Vande Moere,,10.1109/IV.2007.114,https://doi.org/10.1109/IV.2007.114,iv.2007.114.pdf,,IEEE Xplore / DOI page,needs manual download or institutional access,failed,OpenAlex location landing_page; OpenAlex location landing_page,OpenAlex location landing_page: not PDF (text/html; charset=UTF-8) | OpenAlex location landing_page: ConnectTimeout
211,missing,b357bc5a3d3b,Design Guidelines,2009,Towards Canonical Task Types for User Interface Design,J. M. Gonzalez-Calleros; J. Guerrero-Garcia; J. Vanderdonckt; J. Munoz-Arteaga,,10.1109/LA-WEB.2009.33,https://doi.org/10.1109/LA-WEB.2009.33,la.web.2009.33.pdf,,IEEE Xplore / DOI page,needs manual download or institutional access,failed,OpenAlex location landing_page; OpenAlex location landing_page; OpenAlex location landing_page; Semantic Scholar title openAccessPdf,OpenAlex location landing_page: not PDF (text/html; charset=UTF-8) | OpenAlex location landing_page: SSLError | OpenAlex location landing_page: not PDF (text/html; charset=utf-8) | Semantic Scholar title openAccessPdf: HTTP 404
212,missing,b14f85b19a87,Design Guidelines,2012,Design Study Methodology: Reflections from the Trenches and the Stacks,M. Sedlmair; M. Meyer; T. Munzner,,10.1109/TVCG.2012.213,https://doi.org/10.1109/TVCG.2012.213,tvcg.2012.213.pdf,,IEEE Xplore / DOI page,needs manual download or institutional access,failed,OpenAlex location landing_page; OpenAlex location landing_page; OpenAlex location landing_page; OpenAlex location landing_page,OpenAlex location landing_page: not PDF (text/html; charset=UTF-8) | OpenAlex location landing_page: not PDF (text/html; charset=utf-8) | OpenAlex location landing_page: SSLError | OpenAlex location landing_page: SSLError
213,missing,b841f16ac5b3,Design methods,1990,Design methods for real time software,K. Jackson,,,,Design_methods_for_real_time_software.pdf,,IEEE Xplore / DOI page,needs manual download or institutional access,no_open_pdf_candidate,,
214,missing,721f009574ce,Design methods,2006,On integration of interface design methods: Can debates be resolved?,Y. Lin; W. J. Zhang; R. J. Koubek; R. R. Mourant,,10.1016/j.intcom.2005.11.008,https://doi.org/10.1016/j.intcom.2005.11.008,j.intcom.2005.11.008.pdf,,IEEE Xplore / DOI page,needs manual download or institutional access,failed,OpenAlex location landing_page,OpenAlex location landing_page: HTTP 403
215,missing,c6e7060b0fa0,Design Patterns,2011,LabelPatterns.org: A comprehensive pattern library for consumer-decision labels,D. K. Farkas; J. Larson; S. J. Naranjo,,10.1109/IPCC.2011.6087185,https://doi.org/10.1109/IPCC.2011.6087185,ipcc.2011.6087185.pdf,,IEEE Xplore / DOI page,needs manual download or institutional access,failed,OpenAlex location landing_page,OpenAlex location landing_page: not PDF (text/html; charset=UTF-8)
217,missing,c7ed46400a28,Design Patterns,2012,Exploring the design space of composite visualization,W. Javed; N. Elmqvist,,10.1109/PacificVis.2012.6183556,https://doi.org/10.1109/PacificVis.2012.6183556,pacificvis.2012.6183556.pdf,,IEEE Xplore / DOI page,needs manual download or institutional access,failed,OpenAlex location landing_page; OpenAlex location landing_page; OpenAlex location landing_page,OpenAlex location landing_page: not PDF (text/html; charset=UTF-8) | OpenAlex location landing_page: SSLError | OpenAlex location landing_page: not PDF (text/html;charset=UTF-8)
218,missing,79abc1449981,Design Patterns,2013,Thriving Systems Theory: An Emergent Information Systems Design Theory,L. J. Waguespack; W. T. Schiano,,10.1109/HICSS.2013.550,https://doi.org/10.1109/HICSS.2013.550,hicss.2013.550.pdf,,IEEE Xplore / DOI page,needs manual download or institutional access,failed,OpenAlex location landing_page,OpenAlex location landing_page: not PDF (text/html; charset=UTF-8)
219,missing,a74bec243b7f,Design Patterns,2026,Universal Structural-Semantic Model of Design Patterns,S. Vlajic; A. Trujic; M. Milic; D. Savic; A. Poledica,,10.1109/IT67293.2026.11435724,https://doi.org/10.1109/IT67293.2026.11435724,it67293.2026.11435724.pdf,,IEEE Xplore / DOI page,needs manual download or institutional access,failed,OpenAlex location landing_page,OpenAlex location landing_page: not PDF (text/html; charset=UTF-8)
220,missing,4e727e38805c,Design Patterns,2025,"Visualization Atlases: Explaining and Exploring Complex Topics Through Data, Visualization, and Narration",J. Wang; X. Shu; B. Bach; U. Hinrichs,,10.1109/TVCG.2024.3456311,https://doi.org/10.1109/TVCG.2024.3456311,tvcg.2024.3456311.pdf,,IEEE Xplore / DOI page,needs manual download or institutional access,failed,OpenAlex oa_url; OpenAlex location landing_page; OpenAlex location landing_page,OpenAlex oa_url: not PDF (text/html; charset=UTF-8) | OpenAlex location landing_page: not PDF (text/html; charset=UTF-8) | OpenAlex location landing_page: not PDF (text/html; charset=utf-8)
221,missing,42c66c187222,Design principles,2015,Toward an effective approach to collaboration education: A taxonomy for game design,A. Loparev; C. A. Egert,,10.1109/GEM.2015.7377203,https://doi.org/10.1109/GEM.2015.7377203,gem.2015.7377203.pdf,,IEEE Xplore / DOI page,needs manual download or institutional access,failed,OpenAlex location landing_page,OpenAlex location landing_page: not PDF (text/html; charset=UTF-8)
222,missing,44848ca19e31,Design principles,2025,"Design Obligations for Software, with Examples from Data Abstraction and Adaptive Systems",M. Shaw,,10.1109/Designing66910.2025.00016,https://doi.org/10.1109/Designing66910.2025.00016,designing66910.2025.00016.pdf,,IEEE Xplore / DOI page,needs manual download or institutional access,failed,OpenAlex location landing_page,OpenAlex location landing_page: not PDF (text/html; charset=UTF-8)
223,missing,b77e7d67555e,Design principles,2025,USSF: A Unified Framework for Screen Standardization in Software Systems,H. Hristov,,10.1109/CIEES66347.2025.11300084,https://doi.org/10.1109/CIEES66347.2025.11300084,ciees66347.2025.11300084.pdf,,IEEE Xplore / DOI page,needs manual download or institutional access,failed,OpenAlex location landing_page,OpenAlex location landing_page: not PDF (text/html; charset=UTF-8)
224,missing,ba03a17bc120,Design Rules,2018,"The Good, the Bad, and the Ugly: A Theoretical Framework for the Assessment of Continuous Colormaps",R. Bujack; T. L. Turton; F. Samsel; C. Ware; D. H. Rogers; J. Ahrens,,10.1109/TVCG.2017.2743978,https://doi.org/10.1109/TVCG.2017.2743978,tvcg.2017.2743978.pdf,,IEEE Xplore / DOI page,needs manual download or institutional access,failed,OpenAlex location landing_page; OpenAlex location landing_page,OpenAlex location landing_page: not PDF (text/html; charset=UTF-8) | OpenAlex location landing_page: not PDF (text/html; charset=utf-8)
225,missing,56da61efca6b,Design theory,2017,Transitional Theory,J. Redstrom,,,,Transitional_Theory.pdf,,IEEE Xplore / DOI page,needs manual download or institutional access,no_open_pdf_candidate,,
226,missing,5a973fb8ae6f,Design theory,2015,ICT-Enabled Self-Management of Chronic Diseases: Literature Review and Analysis Using Value-Sensitive Design,M. Dadgar; K. D. Joshi,,10.1109/HICSS.2015.388,https://doi.org/10.1109/HICSS.2015.388,hicss.2015.388.pdf,,IEEE Xplore / DOI page,needs manual download or institutional access,failed,OpenAlex location landing_page,OpenAlex location landing_page: not PDF (text/html; charset=UTF-8)
227,missing,554b27236356,Design theory,2016,Technique Innovation,D. Harhoff; K. R. Lakhani,,,,Technique_Innovation.pdf,,IEEE Xplore / DOI page,needs manual download or institutional access,no_open_pdf_candidate,,
228,missing,8107b8d7a099,Design theory,2022,Analyzing Initial Design Theory Components for Developing Information Security Laboratories,S. Iqbal,,10.1109/CSP55486.2022.00015,https://doi.org/10.1109/CSP55486.2022.00015,csp55486.2022.00015.pdf,,IEEE Xplore / DOI page,needs manual download or institutional access,failed,OpenAlex location landing_page,OpenAlex location landing_page: not PDF (text/html; charset=UTF-8)
229,missing,268903a30da5,Design frameworks,2025,Systematic Review of Systemic Design Frameworks for Complex Challenges,Skye Smith; Eleni Kalantidou,Strategic Design Research Journal,,https://www.semanticscholar.org/paper/0ad5afc83d67ef0110cda1d9f605336b53447b1a,Systematic_Review_of_Systemic_Design_Frameworks_for_Complex_Challenges.pdf,,DOI / publisher page / Google Scholar,needs manual download or institutional access,no_open_pdf_candidate,,
230,missing,560be0c20de7,Design frameworks,2026,"Designing for Trust, Progress, and Dignity: A Conceptual Framework for Reliability, Responsiveness, and Relational Quality in AI-Enabled Service Systems",M. Colgate; Orla Colgate,Information,,https://www.semanticscholar.org/paper/51493efcd757168bfe90566436e0982efe07bfd9,Designing_for_Trust_Progress_and_Dignity_A_Conceptual_Framework_for_Reliability_Responsive.pdf,,DOI / publisher page / Google Scholar,needs manual download or institutional access,no_open_pdf_candidate,,
231,missing,1e7ab64c6cf9,Design frameworks,2023,Commentary: Strength-based co-design that EMPOWERs – Lessons from codesigning with older adults,Bernardo Figueiredo; T. Aleti; Diane M. Martin; Mike Reid; Jacob Sheahan; Larissa Hjorth,Journal of Services Marketing,,https://www.semanticscholar.org/paper/66872f88e4301696a2c140413d0072fc0e04dd88,Commentary_Strength_based_co_design_that_EMPOWERs_Lessons_from_codesigning_with_older_adul.pdf,,DOI / publisher page / Google Scholar,needs manual download or institutional access,no_open_pdf_candidate,,
232,missing,660ca24145b2,Design frameworks,2019,The E-Design Assessment Tool: an evidence-informed approach towards a consistent terminology for quantifying online distance learning activities,Helen Walmsley-Smith; Lynn Machin; G. Walton,Research in Learning Technology,,https://www.semanticscholar.org/paper/b16b678f10cc89599644f2c85895dbff730b3569,The_E_Design_Assessment_Tool_an_evidence_informed_approach_towards_a_consistent_terminolog.pdf,,DOI / publisher page / Google Scholar,needs manual download or institutional access,no_open_pdf_candidate,,
233,missing,e09769771b82,Design frameworks,2021,"The Experience, Dynamics and Artifacts Framework: Towards a Holistic Model for Designing Serious and Entertainment Games",Gabriel C. Natucci; M. A. Borges,2021 IEEE Conference on Games (CoG),,https://www.semanticscholar.org/paper/c99ce43ca2809df3634eb95801e9f47fa335d56f,The_Experience_Dynamics_and_Artifacts_Framework_Towards_a_Holistic_Model_for_Designing_Ser.pdf,,DOI / publisher page / Google Scholar,needs manual download or institutional access,no_open_pdf_candidate,,
234,missing,d0a17557440f,Design Guidelines,2025,Avoiding virtual dystopia: A design theory for emancipatory participatory immersive platforms,Fabian Tingelhoff; Jens Joachim Marga,Journal of strategic information systems,,https://www.semanticscholar.org/paper/0118e4e235a32b2389d0a4caf0344774b888ca5c,Avoiding_virtual_dystopia_A_design_theory_for_emancipatory_participatory_immersive_platfor.pdf,,DOI / publisher page / Google Scholar,needs manual download or institutional access,no_open_pdf_candidate,,
235,missing,b077c606da41,Design Guidelines,2021,Classification approach for hybrid components in mechanical engineering with a focus on additive manufacturing,M. Ley; Ali Al-Zuhairi; R. Teutsch,,,https://www.semanticscholar.org/paper/059e9cf8f5148cf9c2aa96430fa38ec930824191,Classification_approach_for_hybrid_components_in_mechanical_engineering_with_a_focus_on_ad.pdf,,DOI / publisher page / Google Scholar,needs manual download or institutional access,no_open_pdf_candidate,,
237,missing,14dcaf15aa66,Design Guidelines,2016,Terminologia kohtaa käytettävyyden. Terminologisen käytettävyyden ydintä rakentamassa,Suvi Isohella; Anita Nuopponen,VAKKI Publications,,https://www.semanticscholar.org/paper/11c6a0fa8fc166972194899f747f6bd2d3e40b34,Terminologia_kohtaa_k_ytett_vyyden_Terminologisen_k_ytett_vyyden_ydint_rakentamassa.pdf,,DOI / publisher page / Google Scholar,needs manual download or institutional access,no_open_pdf_candidate,,
238,missing,48af90d5dfe7,Design Guidelines,2014,Design Guidelines for Domain Specific Languages,Gabor Karsai; Holger Krahn; Claas Pinkernell; Bernhard Rumpe; Martin Schindler; Steven Völkel,arXiv.org,,https://www.semanticscholar.org/paper/26640e6ab9ea74e28d9401eaf3f66a78a2ab19b7,Design_Guidelines_for_Domain_Specific_Languages.pdf,,DOI / publisher page / Google Scholar,needs manual download or institutional access,no_open_pdf_candidate,,
239,missing,425cad2aba7c,Design Guidelines,2022,Design Guidelines and Examples,B. Shneiderman,Human-Centered AI,,https://www.semanticscholar.org/paper/48814299c7a7b6cbb6072c1a2afd03eb0ab7b7b4,Design_Guidelines_and_Examples.pdf,,DOI / publisher page / Google Scholar,needs manual download or institutional access,no_open_pdf_candidate,,
240,missing,2cceb8eaa8c9,Design Guidelines,2024,Design Guidelines and Strategies for Interim Innovation,Xin An Chen,"Creativity, Innovation and Entrepreneurship",,https://www.semanticscholar.org/paper/4ea3c5beca8287f43cdecca8c3ae507628cb8817,Design_Guidelines_and_Strategies_for_Interim_Innovation.pdf,,DOI / publisher page / Google Scholar,needs manual download or institutional access,no_open_pdf_candidate,,
241,missing,0ef759265f23,Design Guidelines,2019,The equitable use concept in sidewalk design,Mahdi Aghaabbasi; M. Moeinaddini; Zohreh Asadi-Shekari; M. Z. Shah,Cities,,https://www.semanticscholar.org/paper/5a686e01a536a318c32f70e8b1eb114fd34c05de,The_equitable_use_concept_in_sidewalk_design.pdf,,DOI / publisher page / Google Scholar,needs manual download or institutional access,no_open_pdf_candidate,,
242,missing,9020aa145571,Design Guidelines,2016,A Process Framework for Designing Software Reference Architectures for Providing Tools as a Service,Muhammad Aufeef Chauhan; M. Babar; Christian W. Probst,International Conference on Product Focused Software Process Improvement,,https://www.semanticscholar.org/paper/67ea5b36bfc4ea94e7fb7aa36c54bef831deb69e,A_Process_Framework_for_Designing_Software_Reference_Architectures_for_Providing_Tools_as_.pdf,,DOI / publisher page / Google Scholar,needs manual download or institutional access,failed,Semantic Scholar openAccessPdf,Semantic Scholar openAccessPdf: ConnectionError
244,missing,ee0a5b26f6dc,Design Guidelines,2018,Formalizing Visualization Design Knowledge as Constraints: Actionable and Extensible Models in Draco,Dominik Moritz; Chenglong Wang; Greg L. Nelson; Halden Lin; Adam M. Smith; Bill Howe; Jeffrey Heer,IEEE Transactions on Visualization and Computer Graphics,,https://www.semanticscholar.org/paper/8db0faf2764f8b578c5d702989d437ff8bea9f14,Formalizing_Visualization_Design_Knowledge_as_Constraints_Actionable_and_Extensible_Models.pdf,,DOI / publisher page / Google Scholar,needs manual download or institutional access,no_open_pdf_candidate,,
245,missing,0176348439b8,Design Guidelines,2019,A Comparative Study of Chinese and American Rural Design Guidelines,D. Chu; R. Li,International Journal of Structural and Civil Engineering Research,,https://www.semanticscholar.org/paper/af67c18e22e351362a73fa3cb1d997e238f8c3d7,A_Comparative_Study_of_Chinese_and_American_Rural_Design_Guidelines.pdf,,DOI / publisher page / Google Scholar,needs manual download or institutional access,no_open_pdf_candidate,,
246,missing,cb5bf6a78d8e,Design Guidelines,2020,From surface realism to training considerations: a proposal for changing the focus in the design of training systems,Pooyan Doozandeh,Theoretical Issues in Ergonomics Science,,https://www.semanticscholar.org/paper/ccf1364334d003c0962a2718b0cd994071ef0106,From_surface_realism_to_training_considerations_a_proposal_for_changing_the_focus_in_the_d.pdf,,DOI / publisher page / Google Scholar,needs manual download or institutional access,no_open_pdf_candidate,,
247,missing,0842498049c7,Design Guidelines,2008,The Extended Likeability Framework: A Theoretical Framework for and a Practical Case of Designing Likeable Media Applications for Preschoolers,V. Abeele; B. Zaman,Adv. Hum. Comput. Interact.,,https://www.semanticscholar.org/paper/e2837ac0465e8cea18f2ab5b2f9f12f874ddbe1f,The_Extended_Likeability_Framework_A_Theoretical_Framework_for_and_a_Practical_Case_of_Des.pdf,,DOI / publisher page / Google Scholar,needs manual download or institutional access,no_open_pdf_candidate,,
248,missing,cb7daae2b94f,Design Guidelines,2013,User Experience Design in Professional Map-Based Geo-Portals,Bernd Resch; B. Zimmer,ISPRS Int. J. Geo Inf.,,https://www.semanticscholar.org/paper/f2125c2a28765c33506f17f80c8f8098c4408196,User_Experience_Design_in_Professional_Map_Based_Geo_Portals.pdf,,DOI / publisher page / Google Scholar,needs manual download or institutional access,failed,Semantic Scholar openAccessPdf,Semantic Scholar openAccessPdf: HTTP 403
250,missing,95202402b15a,Design Heuristics,2025,Enhancing creativity with domain-specific design heuristics for digital product innovation,Xiaoneng Jin; Hua Dong; Mark Evans,The Design Journal,,https://www.semanticscholar.org/paper/247fef9f223d8fed6ecccf1329633c543a3dabbe,Enhancing_creativity_with_domain_specific_design_heuristics_for_digital_product_innovation.pdf,,DOI / publisher page / Google Scholar,needs manual download or institutional access,no_open_pdf_candidate,,
251,missing,17ad371dac5e,Design Heuristics,2026,Rethinking User Interface and Experience Design: Heuristic Insights from Makeup and Stage Performance,B. Iyamah; C. Iyamah; A. E. Okpako; D. Ojie; Ufuoma Samuel Okperigho,Faculty of Natural and Applied Sciences Journal of Scientific Innovations,,https://www.semanticscholar.org/paper/4d0f8a0b110ecdc8030a1cadf15717375d39d9b3,Rethinking_User_Interface_and_Experience_Design_Heuristic_Insights_from_Makeup_and_Stage_P.pdf,,DOI / publisher page / Google Scholar,needs manual download or institutional access,no_open_pdf_candidate,,
252,missing,ba2ae8bf282a,Design Heuristics,2019,Design Heuristics: Extraction and Classification Methods With Jet Propulsion Laboratory's Architecture Team,Kenton B. Fillingim; R. O. Nwaeri; Felipe Borja; Katherine K. Fu; C. Paredis,Journal of Mechanical Design,,https://www.semanticscholar.org/paper/ab12c1c5509ef1f29591aa494b4754491b42b8ee,Design_Heuristics_Extraction_and_Classification_Methods_With_Jet_Propulsion_Laboratory_s_A.pdf,,DOI / publisher page / Google Scholar,needs manual download or institutional access,no_open_pdf_candidate,,
253,missing,c6955d14d66c,Design Heuristics,2017,Dialogue appropriate to assistive technology product design: A taxonomy of communication formats in relation to modes of sensory perception,G. Torrens,,,https://www.semanticscholar.org/paper/e3863795197b4a7168ac1c641588497ad18d3671,Dialogue_appropriate_to_assistive_technology_product_design_A_taxonomy_of_communication_fo.pdf,,DOI / publisher page / Google Scholar,needs manual download or institutional access,no_open_pdf_candidate,,
254,missing,a1ccc16dab98,Design knowledge,2024,ANALYSIS OF DESIGN COMPETENCE OF FUTURE ENGINEER-TEACHERS,N. Korolova; Y. Bilotserkivska; О. Y. Mukhin,Problems of Engineering Pedagogic Education,,https://www.semanticscholar.org/paper/15c3811ae940cd712a69146bed4bed2a119080d6,ANALYSIS_OF_DESIGN_COMPETENCE_OF_FUTURE_ENGINEER_TEACHERS.pdf,,DOI / publisher page / Google Scholar,needs manual download or institutional access,no_open_pdf_candidate,,
255,missing,8f065cfd18a4,Design knowledge,2004,Pattern language: A framework for learning,A. Jessop,European Journal of Operational Research,,https://www.semanticscholar.org/paper/22ed7807be2712d6f37c6d4ad6b09ffb3525480e,Pattern_language_A_framework_for_learning.pdf,,DOI / publisher page / Google Scholar,needs manual download or institutional access,no_open_pdf_candidate,,
256,missing,6aeae7ccf85b,Design knowledge,2025,Toward a Framework for the Design of Interactive Technology for Nature Recreation,Michael D. Jones; Tuomas Kari; Daniel Reich; Barrett Ens; Siyi Liu; Solomon B. Pobee; F. Mueller,International journal of human computer interactions,,https://www.semanticscholar.org/paper/27eb58f9f616fb54aae331fcbec9abdb5496f5e0,Toward_a_Framework_for_the_Design_of_Interactive_Technology_for_Nature_Recreation.pdf,,DOI / publisher page / Google Scholar,needs manual download or institutional access,no_open_pdf_candidate,,
