paper_id,keyword,title,doi,year,venue,url,pdf_found,pdf_path,pdf_extract_method,full_text_chars,paragraph_count,matched_paragraph_count,discussion_found,discussion_paragraph_count,normalized_filename,pdf_metadata_title,pdf_first_page_probe,pdf_page_count,title_token_overlap,title_token_coverage,audit_status,audit_note
48af90d5dfe7,Design Guidelines,Design Guidelines for Domain Specific Languages,,2014,arXiv.org,https://www.semanticscholar.org/paper/26640e6ab9ea74e28d9401eaf3f66a78a2ab19b7,False,,,0,0,0,False,0,48af90d5dfe7.pdf,,,,,,missing_pdf,
425cad2aba7c,Design Guidelines,Design Guidelines and Examples,,2022,Human-Centered AI,https://www.semanticscholar.org/paper/48814299c7a7b6cbb6072c1a2afd03eb0ab7b7b4,False,,,0,0,0,False,0,425cad2aba7c.pdf,,,,,,missing_pdf,
2cceb8eaa8c9,Design Guidelines,Design Guidelines and Strategies for Interim Innovation,,2024,"Creativity, Innovation and Entrepreneurship",https://www.semanticscholar.org/paper/4ea3c5beca8287f43cdecca8c3ae507628cb8817,False,,,0,0,0,False,0,2cceb8eaa8c9.pdf,,,,,,missing_pdf,
0ef759265f23,Design Guidelines,The equitable use concept in sidewalk design,,2019,Cities,https://www.semanticscholar.org/paper/5a686e01a536a318c32f70e8b1eb114fd34c05de,False,,,0,0,0,False,0,0ef759265f23.pdf,,,,,,missing_pdf,
9020aa145571,Design Guidelines,A Process Framework for Designing Software Reference Architectures for Providing Tools as a Service,,2016,International Conference on Product Focused Software Process Improvement,https://www.semanticscholar.org/paper/67ea5b36bfc4ea94e7fb7aa36c54bef831deb69e,False,,,0,0,0,False,0,9020aa145571.pdf,,,,,,missing_pdf,
866322a64dc5,Design Guidelines,Healthy Eating Design Guidelines for School Architecture,,2013,Preventing Chronic Disease,https://www.semanticscholar.org/paper/8cf045de91534b74094162cb036d8acb5a6c74c4,False,,,0,0,0,False,0,866322a64dc5.pdf,,,,,,missing_pdf,
ee0a5b26f6dc,Design Guidelines,Formalizing Visualization Design Knowledge as Constraints: Actionable and Extensible Models in Draco,,2018,IEEE Transactions on Visualization and Computer Graphics,https://www.semanticscholar.org/paper/8db0faf2764f8b578c5d702989d437ff8bea9f14,True,/Users/baiyixin/Downloads/pdf_386/Formalizing_Visualization_Design_Knowledge_as_Constraints_Actionable_and_Extensible_Models_in_Draco.pdf,pdfplumber,141778,90,10,False,0,ee0a5b26f6dc.pdf,,"438 IEEE TRANSACTIONS ON VISUALIZATION AND COMPUTER GRAPHICS, VOL. 25, NO. 1, JANUARY 2019 singlesystem.Ifactivity-oriented[40]orlow-level[2]tasktaxonomies Formalizing Visualization Design Knowledge as Constraints: Presentation Tool wereexpressedasconstraints,theycouldbeusedinautomateddesign Data Properties + Graphical systems.Todemonstratethisconceptually,weuseasimpletaskclassi- Visualization Actionable and Extensible Models in Draco Incomplete Specification Design ficationintovaluetasksforreadingandcomparingvaluesandsummary synthesize render Draco Vega-Lite tasksforcomparingensembles[30]. DominikMoritz,ChenglongWang,GregL.Nelson,HaldenLin,AdamM.Smith,BillHowe,JeffreyHeer Fig. 1. A model of",11,0.103,1.0,likely_match,
0176348439b8,Design Guidelines,A Comparative Study of Chinese and American Rural Design Guidelines,,2019,International Journal of Structural and Civil Engineering Research,https://www.semanticscholar.org/paper/af67c18e22e351362a73fa3cb1d997e238f8c3d7,False,,,0,0,0,False,0,0176348439b8.pdf,,,,,,missing_pdf,
cb5bf6a78d8e,Design Guidelines,From surface realism to training considerations: a proposal for changing the focus in the design of training systems,,2020,Theoretical Issues in Ergonomics Science,https://www.semanticscholar.org/paper/ccf1364334d003c0962a2718b0cd994071ef0106,False,,,0,0,0,False,0,cb5bf6a78d8e.pdf,,,,,,missing_pdf,
0842498049c7,Design Guidelines,The Extended Likeability Framework: A Theoretical Framework for and a Practical Case of Designing Likeable Media Applications for Preschoolers,,2008,Adv. Hum. Comput. Interact.,https://www.semanticscholar.org/paper/e2837ac0465e8cea18f2ab5b2f9f12f874ddbe1f,False,,,0,0,0,False,0,0842498049c7.pdf,,,,,,missing_pdf,
cb7daae2b94f,Design Guidelines,User Experience Design in Professional Map-Based Geo-Portals,,2013,ISPRS Int. J. Geo Inf.,https://www.semanticscholar.org/paper/f2125c2a28765c33506f17f80c8f8098c4408196,False,,,0,0,0,False,0,cb7daae2b94f.pdf,,,,,,missing_pdf,
c216cc01fe23,Design Guidelines,A Preliminary Proposal Towards Unambiguous Definitions for Modular Interfaces and Interactions,,2019,Proceedings of the Design Society,https://www.semanticscholar.org/paper/fac005c1d5ad4e966d06ca69426e26c52795b094,True,/Users/baiyixin/Downloads/pdf_386/A_Preliminary_Proposal_Towards_Unambiguous_Definitions_for_Modular_Interfaces_and_Interact.pdf,pdfplumber,31993,23,7,True,4,c216cc01fe23.pdf,,"INTERNATIONAL CONFERENCE ON ENGINEERING DESIGN, ICED19 5-8AUGUST 2019, DELFT, THE NETHERLANDS A PRELIMINARY PROPOSAL TOWARDS UNAMBIGUOUS DEFINITIONS FOR MODULAR INTERFACES AND INTERACTIONS Fiorineschi, Lorenzo; Rotini, Federico University of Florence ABSTRACT Modularity is acknowledged to provide benefits across the whole product lifecycle. Accordingly, many literature contributions can be found about modularization methods, metrics and definitions. In particular, recent studies focused on the development of heuristic principles for exploiting modularity early in the design process. However, to design modules it is necessary to define their mutual interactions, the related interfaces and the",10,0.078,1.0,likely_match,
95202402b15a,Design Heuristics,Enhancing creativity with domain-specific design heuristics for digital product innovation,,2025,The Design Journal,https://www.semanticscholar.org/paper/247fef9f223d8fed6ecccf1329633c543a3dabbe,False,,,0,0,0,False,0,95202402b15a.pdf,,,,,,missing_pdf,
17ad371dac5e,Design Heuristics,Rethinking User Interface and Experience Design: Heuristic Insights from Makeup and Stage Performance,,2026,Faculty of Natural and Applied Sciences Journal of Scientific Innovations,https://www.semanticscholar.org/paper/4d0f8a0b110ecdc8030a1cadf15717375d39d9b3,False,,,0,0,0,False,0,17ad371dac5e.pdf,,,,,,missing_pdf,
ba2ae8bf282a,Design Heuristics,Design Heuristics: Extraction and Classification Methods With Jet Propulsion Laboratory's Architecture Team,,2019,Journal of Mechanical Design,https://www.semanticscholar.org/paper/ab12c1c5509ef1f29591aa494b4754491b42b8ee,False,,,0,0,0,False,0,ba2ae8bf282a.pdf,,,,,,missing_pdf,
c6955d14d66c,Design Heuristics,Dialogue appropriate to assistive technology product design: A taxonomy of communication formats in relation to modes of sensory perception,,2017,,https://www.semanticscholar.org/paper/e3863795197b4a7168ac1c641588497ad18d3671,False,,,0,0,0,False,0,c6955d14d66c.pdf,,,,,,missing_pdf,
a1ccc16dab98,Design knowledge,ANALYSIS OF DESIGN COMPETENCE OF FUTURE ENGINEER-TEACHERS,,2024,Problems of Engineering Pedagogic Education,https://www.semanticscholar.org/paper/15c3811ae940cd712a69146bed4bed2a119080d6,False,,,0,0,0,False,0,a1ccc16dab98.pdf,,,,,,missing_pdf,
8f065cfd18a4,Design knowledge,Pattern language: A framework for learning,,2004,European Journal of Operational Research,https://www.semanticscholar.org/paper/22ed7807be2712d6f37c6d4ad6b09ffb3525480e,False,,,0,0,0,False,0,8f065cfd18a4.pdf,,,,,,missing_pdf,
6aeae7ccf85b,Design knowledge,Toward a Framework for the Design of Interactive Technology for Nature Recreation,,2025,International journal of human computer interactions,https://www.semanticscholar.org/paper/27eb58f9f616fb54aae331fcbec9abdb5496f5e0,False,,,0,0,0,False,0,6aeae7ccf85b.pdf,,,,,,missing_pdf,
af4a4237d98a,Design knowledge,Utilization of design principles for hybrid learning configurations by interprofessional design teams,,2017,,https://www.semanticscholar.org/paper/283b7871f4761ad84513199e4f22100232b20a4b,True,/Users/baiyixin/Downloads/pdf_386/Utilization_of_design_principles_for_hybrid_learning_configurations_by_interprofessional_d.pdf,pdfplumber,59716,45,10,True,6,af4a4237d98a.pdf,Utilization of design principles for hybrid learning configurations by interprofessional design teams,"InstrSci(2017)45:289–309 DOI10.1007/s11251-016-9398-5 Utilization of design principles for hybrid learning configurations by interprofessional design teams Petra H. M. Cremers1 • Arjen E. J. Wals2 • Renate Wesselink2 • Martin Mulder2 Received:3December2015/Accepted:1November2016/Publishedonline:17November2016 (cid:2)TheAuthor(s)2016.ThisarticleispublishedwithopenaccessatSpringerlink.com Abstract Educational design research yields design knowledge, often in the form of designprinciplesorguidelinesthat providethe rationaleor‘know-why’for thedesignof educational interventions. As such, design principles can be utilized by designers in contextsotherthantheresearchcontextinwhichtheyweregenerated.",21,0.096,1.0,likely_match,
39fee30eb03c,Design knowledge,Cutting Cubes Out of Fog: The Whole View of Design,,2020,"She Ji: The Journal of Design, Economics and Innovation",https://www.semanticscholar.org/paper/435277a3e5471ed7631d518071836b93944925b0,False,,,0,0,0,False,0,39fee30eb03c.pdf,,,,,,missing_pdf,
a707fd62833a,Design knowledge,Tracing the tensions surrounding understandings of agency and knowledge in technology design,,2019,Conference Proceedings of the Academy for Design Innovation Management,https://www.semanticscholar.org/paper/4acc5b8aa733c7fa82f49703473735aeb54c7095,False,,,0,0,0,False,0,a707fd62833a.pdf,,,,,,missing_pdf,
94bc88b88ae6,Design knowledge,Design knowledge in the artistic‚Äìaesthetic development and transformation of the world,,2019,MATEC Web of Conferences,https://www.semanticscholar.org/paper/4ed4e5d7bea333c04880c9e67cd730ee9463610f,True,/Users/baiyixin/Downloads/pdf_386/Design_knowledge_in_the_artistic_aesthetic_development_and_transformation_of_the_world.pdf,pdfplumber,21767,14,9,False,0,94bc88b88ae6.pdf,Design knowledge in the artistic–aesthetic development and transformation of the world,"MATE C We b of Conferences 275,05003 (2019) https://doi.o rg/10.1051/matecconf/201927505003 ACEM2018 and SBMS1 Design knowledge in the artistic–aesthetic development and transformation of the world Charikova Irina - Ph.D. of Pedagogic Sciences, Associate Professor at the Department of Informatics of Orenburg State University, Orenburg, Russia Zhadanov Viktor – Advanced Doctor of Technical Sciences, Full Professor of the Department of Structural Units, Orenburg State University, Orenburg, Russia Kiryakova Aida - Advanced Doctor of Pedagogic Sciences, Full Professor of the Department of General and Professional Pedagogics, Orenburg State University, Orenburg, Russia Abstract. The result of pro",5,0.065,1.0,likely_match,
dcbdeccbb96c,Design knowledge,Is there a specific type of knowledge associated with design?,,2002,Proceedings of DRS,https://www.semanticscholar.org/paper/51832372b50bbb3bb52d528c67d7b699133b0b02,False,,,0,0,0,False,0,dcbdeccbb96c.pdf,,,,,,missing_pdf,
7f7baeb83bac,Design knowledge,A theoretical framework on embodiment in digital design,,2024,Journal of Design for Resilience in Architecture and Planning,https://www.semanticscholar.org/paper/999c3e425c176f6b5edd863d167d256744852b1e,False,,,0,0,0,False,0,7f7baeb83bac.pdf,,,,,,missing_pdf,
38f057747444,Design knowledge,Reusable design: A proposed approach to Public Health Informatics system design,,2011,BMC Public Health,https://www.semanticscholar.org/paper/9c8b1c67ac970533f6aee74d608749c545113cdd,False,,,0,0,0,False,0,38f057747444.pdf,,,,,,missing_pdf,
cc5e9fe45cc6,Design knowledge,A study of practice based design research models from knowledge integration perspective,,2019,,https://www.semanticscholar.org/paper/9f26e050d534e82159a5fa1af1f865603733aa49,False,,,0,0,0,False,0,cc5e9fe45cc6.pdf,,,,,,missing_pdf,
c5d4c66275a8,Design knowledge,Towards a Theory Driven Foundational Model for Design: Rethinking Requirement Elicitation for Special Needs,,2025,Digital Enterprise Computing,https://www.semanticscholar.org/paper/a02bcc09b09789ba51cd5bf0e57da568c03c8021,False,,,0,0,0,False,0,c5d4c66275a8.pdf,,,,,,missing_pdf,
53adec5acee6,Design knowledge,Mapping design knowledge: 36 years of Design Studies,,2016,,https://www.semanticscholar.org/paper/a749b4fe5ef70d2391f17102eab0671f5d3f3dc1,True,/Users/baiyixin/Downloads/pdf_386/Mapping_design_knowledge_36_years_of_Design_Studies.pdf,pdfplumber,34208,27,10,False,0,53adec5acee6.pdf,Symposium/Conference Formatting Paper Instructions,"Mapping design knowledge: 36 years of Design Studies Kathryn Burnsa*, Jack Ingramb, Louise Annableb aBirmingham City University bFormerly Birmingham City University *Corresponding author e-mail: kathryn.burns@bcu.ac.uk Abstract: This paper examines the nature of design research, knowledge and theory, as revealed through an overview of the areas of interest that make up published writing on design, specifically that published in Design Studies, since its first publication in 1979. The research proposes a taxonomy of design knowledge addressing the objects, processes and practices of design and consumption. This is used as the basis to trace the history and development of design ideas and desi",17,0.024,1.0,likely_match,
77b350f029e7,Design knowledge,A taxonomy and ontology for digital platforms,,2023,Information Systems,https://www.semanticscholar.org/paper/a9332bbc8582c4f0033949a3b7f7f447b5654b6b,False,,,0,0,0,False,0,77b350f029e7.pdf,,,,,,missing_pdf,
ef3a9300a2f3,Design knowledge,Developing a competency taxonomy for teacher design knowledge in technology-enhanced learning environments: a literature review,,2019,Research and Practice in Technology Enhanced Learning,https://www.semanticscholar.org/paper/b2c846608aefa5aa21c43b4819c02c7bcc295e5c,False,,,0,0,0,False,0,ef3a9300a2f3.pdf,,,,,,missing_pdf,
2042efa7e455,Design knowledge,The DSR grid: six core dimensions for effectively planning and communicating design science research projects,,2019,Electronic Markets,https://www.semanticscholar.org/paper/b4891a8c14bc74a60e95cce3915a3efae59ff889,False,,,0,0,0,False,0,2042efa7e455.pdf,,,,,,missing_pdf,
fda0636dbea5,Design knowledge,Design Research: Aesthetic Epistemology and Explanatory Knowledge,,2017,,https://www.semanticscholar.org/paper/b8368428524409fb5ce01bc510bb3e1c79eff1b9,False,,,0,0,0,False,0,fda0636dbea5.pdf,,,,,,missing_pdf,
29a8891f4c02,Design knowledge,The Need for Design Cases: Disseminating Design Knowledge,,2010,,https://www.semanticscholar.org/paper/b924e7e2da2b5dfae02528ebbb53b209e8077c32,True,/Users/baiyixin/Downloads/pdf_386/e7e2da2b5dfae02528ebbb53b209e8077c32.pdf,pdfplumber,16550,11,10,False,0,29a8891f4c02.pdf,,"The Need for Design Cases: Disseminating Design Knowledge Elizabeth Boling Indiana University Author: eboling@indiana.edu This article covers the definition of a design case as a specialized and critical form of design knowledge, including discussion of similar ty pes of scholarship that are not d esign cases and the characteristic ways in which design cases are used. Arguments f or developing rigorous design cases are presented. Elizabeth Boling, M.F.A., serves on the faculty in Instructional Systems Design at Indiana University and studies design, design knowledge and design education. Citation: Boling, E. (2010). The Need for Design Cases: Disseminating Design Knowledge. International Jou",8,0.038,1.0,likely_match,
c058d036363a,Design knowledge,What designers know,,2018,The Design Student‚Äôs Journey,https://www.semanticscholar.org/paper/c1f0c8baf4f3c8cddaae36f4100ec07bdde0e693,False,,,0,0,0,False,0,c058d036363a.pdf,,,,,,missing_pdf,
00e42ae113b8,Design knowledge,Utilization of design principles for hybrid learning configurations by interprofessional design teams,,2016,Instructional Science,https://www.semanticscholar.org/paper/c789600c7369bddaf982676630fa98befecacde6,True,/Users/baiyixin/Downloads/pdf_386/Utilization_of_design_principles_for_hybrid_learning_configurations_by_interprofessional_d.pdf,pdfplumber,59716,45,10,True,6,00e42ae113b8.pdf,Utilization of design principles for hybrid learning configurations by interprofessional design teams,"InstrSci(2017)45:289–309 DOI10.1007/s11251-016-9398-5 Utilization of design principles for hybrid learning configurations by interprofessional design teams Petra H. M. Cremers1 • Arjen E. J. Wals2 • Renate Wesselink2 • Martin Mulder2 Received:3December2015/Accepted:1November2016/Publishedonline:17November2016 (cid:2)TheAuthor(s)2016.ThisarticleispublishedwithopenaccessatSpringerlink.com Abstract Educational design research yields design knowledge, often in the form of designprinciplesorguidelinesthat providethe rationaleor‘know-why’for thedesignof educational interventions. As such, design principles can be utilized by designers in contextsotherthantheresearchcontextinwhichtheyweregenerated.",21,0.096,1.0,likely_match,
f02904f836be,Design methods,Universal Participatory Design: Achievements and Challenges,,2019,,https://www.semanticscholar.org/paper/06bb9a92fbf53b9d7a93c86acc244c380656fc1f,False,,,0,0,0,False,0,f02904f836be.pdf,,,,,,missing_pdf,
714b3f6f8ac7,Design methods,Degrees of Interaction: Towards a Classification,,2011,Proceedings of the 29th International Conference on Education and Research in Computer Aided Architectural Design in Europe (eCAADe),https://www.semanticscholar.org/paper/0e9390e0acbae28af61e300fca19b7e400e6a211,False,,,0,0,0,False,0,714b3f6f8ac7.pdf,,,,,,missing_pdf,
c825a5e5ab08,Design methods,Functional design framework for innovative design thinking in product development,,2020,,https://www.semanticscholar.org/paper/1af6479afed41181f7b7d7c315f80b691cb038f1,False,,,0,0,0,False,0,c825a5e5ab08.pdf,,,,,,missing_pdf,
878cf959ac53,Design methods,Designerly Research Methods and Researcherly Design Methods,,2020,,https://www.semanticscholar.org/paper/3c1e79eab204a59ccd27f91f5c60a8bc77fd660a,False,,,0,0,0,False,0,878cf959ac53.pdf,,,,,,missing_pdf,
9de0e13a7156,Design methods,Towards functional de novo designed proteins.,,2019,Current Opinion in Chemical Biology,https://www.semanticscholar.org/paper/4c8fc56c0f81ebbdc38feccc5c71e2ef2926cfba,False,,,0,0,0,False,0,9de0e13a7156.pdf,,,,,,missing_pdf,
885a1eee70e3,Design methods,"The Design of Business Models: What, How and Why",,2024,Journal of Business Models,https://www.semanticscholar.org/paper/4ddeee32ce878180b4aa8e380f01a51103dc9b26,False,,,0,0,0,False,0,885a1eee70e3.pdf,,,,,,missing_pdf,
da2bb1488305,Design methods,Rigor in MIS Survey Research: In Search of Ideal Survey Methodological Attributes,,2006,Journal of Computational Information Systems,https://www.semanticscholar.org/paper/56503943bd26382896ce79aa8996e559b19ad0cd,False,,,0,0,0,False,0,da2bb1488305.pdf,,,,,,missing_pdf,
95c2b3d44aff,Design methods,Multiple forms of applications and impacts of a design theory -ten years of industrial applications of C-K theory,,2016,,https://www.semanticscholar.org/paper/5975acb4d5d895ad651694e7ae4694f8abac61d2,True,/Users/baiyixin/Downloads/pdf_386/Multiple_forms_of_applications_and_impacts_of_a_design_theory_ten_years_of_industrial_appl.pdf,pdfplumber,36478,29,10,False,0,95c2b3d44aff.pdf,Multiple forms of applications and impacts of a design theory -ten years of industrial applications of C-K theory,"Multiple forms of applications and impacts of a design theory -ten years of industrial applications of C-K theory Armand Hatchuel, Pascal Le Masson, Benoit Weil, Marine Agogué, Akin Kazakçi, Sophie Hooge To cite this version: Armand Hatchuel, Pascal Le Masson, Benoit Weil, Marine Agogué, Akin Kazakçi, et al.. Multiple forms of applications and impacts of a design theory -ten years of industrial applications of C-K theory. Impact of Design Research on Industrial Practice - Tolls, Technology and Training, 2015, ⟨10.1007/978-3-319-19449- 3_12⟩. ⟨hal-01200460⟩ HAL Id: hal-01200460 https://minesparis-psl.hal.science/hal-01200460v1 Submittedon17Sep2015 HAL is a multi-disciplinary open access archi",23,0.093,1.0,likely_match,
799b06403189,Design methods,State of the Art on Robust Design Methods for Additive Manufacturing,,2020,Lecture Notes in Mechanical Engineering,https://www.semanticscholar.org/paper/5d5004424041e3ab71ae951f9013b54439ee2cf7,False,,,0,0,0,False,0,799b06403189.pdf,,,,,,missing_pdf,
03ce61847eb3,Design methods,Emotion Semantics Construction in Industrial Product Application,,2024,Spectrum of Art,https://www.semanticscholar.org/paper/6f02f16a16473889b3ceea6c87a753d0886a0bc5,False,,,0,0,0,False,0,03ce61847eb3.pdf,,,,,,missing_pdf,
66218ff443f6,Design methods,Deliberated Evolution: Stalking the View Matcher in Design Space,,1996,Hum. Comput. Interact.,https://www.semanticscholar.org/paper/7396740affd17f5cc3db5d1a68c15af8c79cb17e,False,,,0,0,0,False,0,66218ff443f6.pdf,,,,,,missing_pdf,
76669ffc8981,Design methods,A Framework for Effective Virtual Commissioning: Guiding Principles for Seamless System Integration,,2024,Journal of Manufacturing and Materials Processing,https://www.semanticscholar.org/paper/97c9a4799592ce42d22539428acaa5f9ab544e51,False,,,0,0,0,False,0,76669ffc8981.pdf,,,,,,missing_pdf,
94347a49c12b,Design methods,Using System Dynamics to Construct Design Theory for Community Information Systems,,2007,Journal of Community Informatics,https://www.semanticscholar.org/paper/9898a05d24456f06fae80b2792799f42c78e97c2,False,,,0,0,0,False,0,94347a49c12b.pdf,,,,,,missing_pdf,
6e06768bb26b,Design methods,Design as Research in Landscape Architecture,,2020,Landscape Journal,https://www.semanticscholar.org/paper/9ccbde1f4c0beea16f19aefd301adc55e39d9928,False,,,0,0,0,False,0,6e06768bb26b.pdf,,,,,,missing_pdf,
215d4603e3c7,Design methods,A case study of the extension of floorplan flexibility using sector margins,,2020,,https://www.semanticscholar.org/paper/9fc959bade7102e255548fbbb86b7e325126e9fd,False,,,0,0,0,False,0,215d4603e3c7.pdf,,,,,,missing_pdf,
55dc4ef842a6,Design methods,IMPLEMENTATION OF THE BASIC PRINCIPLES OF FORMING THE ARCHITECTURE OF NON-FORMAL EDUCATION INSTITUTIONS,,2023,Urban development and spatial planning,https://www.semanticscholar.org/paper/a720f8dc5c42c3805e61cfc84c13f6d8f708404b,False,,,0,0,0,False,0,55dc4ef842a6.pdf,,,,,,missing_pdf,
ac2f5510db32,Design methods,Beyond geometric complexity: a critical review of complexity theory and how it relates to architecture engineering and construction,,2019,Architectural Science Review,https://www.semanticscholar.org/paper/b50cc2220c9a692e8c31e6465f08e7008ae10dbf,False,,,0,0,0,False,0,ac2f5510db32.pdf,,,,,,missing_pdf,
8ade38cacb53,Design methods,Architectural Design Method of Architectural Engineering,,2016,JOURNAL OF ENGINEERING STUDIES,https://www.semanticscholar.org/paper/b60bd5a5811c98785d060b818ae48da7474ea5e7,False,,,0,0,0,False,0,8ade38cacb53.pdf,,,,,,missing_pdf,
4592ed134f14,Design methods,The relation between brain-learning physiology and conceptualization methods in the design process of architecture students1,,2023,"Art, Design &amp; Communication in Higher Education",https://www.semanticscholar.org/paper/c5082819981d9c379c06ad40e4e00d558456836b,False,,,0,0,0,False,0,4592ed134f14.pdf,,,,,,missing_pdf,
5389fb1cc38b,Design methods,Elements of a design method ‚Äì a basis for describing and evaluating design methods,,2022,Design Science,https://www.semanticscholar.org/paper/c6983d646df77563eea8dc5d05abb895c9c8b87f,False,,,0,0,0,False,0,5389fb1cc38b.pdf,,,,,,missing_pdf,
9fbb38d67689,Design methods,Analysis of methods of creating new technical systems,,2023,Journal of Mechanical Engineering and Transport,https://www.semanticscholar.org/paper/cf5c6ebb3656965e5eb2a4543c370e0a41f32df1,False,,,0,0,0,False,0,9fbb38d67689.pdf,,,,,,missing_pdf,
f47226c43979,Design methods,The Human-Centredness Metric: Early Assessment of the Quality of Human-Centred Design Activities,,2023,Applied Sciences,https://www.semanticscholar.org/paper/e5f6abe0431dd1e20d6c555a3cdf31e1a8d632e9,False,,,0,0,0,False,0,f47226c43979.pdf,,,,,,missing_pdf,
f16832406221,Design methods,A Framework for Systemic Design,,2014,,https://www.semanticscholar.org/paper/e7cf73c02d6b1359d48322826cd202eb83161e7a,False,,,0,0,0,False,0,f16832406221.pdf,,,,,,missing_pdf,
1416cd2b88de,Design methods,Cross-disciplinary system value overview towards value-oriented design,,2023,Research in Engineering Design,https://www.semanticscholar.org/paper/e973cd46b42f3c987ddf80186b3d6c1ba79263b4,True,/Users/baiyixin/Downloads/pdf_386/Cross_disciplinary_system_value_overview_towards_value_oriented_design.pdf,pdfplumber,84275,57,10,True,5,1416cd2b88de.pdf,Cross-disciplinary system value overview towards value-oriented design,"Research in Engineering Design (2024) 35:1–20 https://doi.org/10.1007/s00163-023-00418-2 ORIGINAL PAPER Cross‑disciplinary system value overview towards value‑oriented design Emilia Lavi1 · Yoram Reich1 Received: 22 March 2022 / Revised: 16 February 2023 / Accepted: 30 April 2023 / Published online: 29 June 2023 © The Author(s) 2023 Abstract Systems design methods should aim for systems creating value. The decision-making processes in system engineering strug- gle to optimize this objective; however, even though the traditional concept of system value as a purely economic metric is recognized as deficient, a well-defined and standard conceptualization of comprehensive system value is still l",20,0.062,1.0,likely_match,
bee7b59885fa,Design methods,Adapting the FBS Model of Designing for Usage-Driven Innovation Processes,,2018,Volume 7: 30th International Conference on Design Theory and Methodology,https://www.semanticscholar.org/paper/eca62463fe663c3015618cf05fc19693f7cec6fa,False,,,0,0,0,False,0,bee7b59885fa.pdf,,,,,,missing_pdf,
27b32c0d515d,Design methods,Advancing service design research with design science research,,2019,,https://www.semanticscholar.org/paper/f49d404b4031df752c7cb95c7b140dceff637616,False,,,0,0,0,False,0,27b32c0d515d.pdf,,,,,,missing_pdf,
e9826a1c57b0,Design Patterns,In Search of Living Law: How Should We Design for (Digital) Legal Interaction?,,2024,Digital Society,https://www.semanticscholar.org/paper/1011c572d0207c2203619839525ce10850c028e4,False,,,0,0,0,False,0,e9826a1c57b0.pdf,,,,,,missing_pdf,
49d75437fd07,Design Patterns,A Framework for Design Patterns in TROPOS,,2003,Brazilian Symposium on Software Engineering,https://www.semanticscholar.org/paper/27c4d424b3d562fdc6dd87d6f06badce56f21ee7,True,/Users/baiyixin/Downloads/pdf_386/A_Framework_for_Design_Patterns_in_TROPOS.pdf,pdfplumber,31969,25,7,False,0,49d75437fd07.pdf,Microsoft Word - sbes03final.rtf,"A Framework for Design Patterns in TROPOS T. Tung Do, Manuel Kolp, T. T. Hang Hoang, and Alain Pirotte Information Systems Research Unit, University of Louvain Place des Doyens, 1, 1348, Louvain-la-Neuve, Belgium {do,kolp,hoang}@isys.ucl.ac.be,pirotte@info.ucl.ac.be Abstract Multi-Agent Systems (MAS) architectures are gaining popularity over traditional ones for building open, distributed, and evolving software. Since the fundamental concepts of multi- agent systems are social and intentional rather than object, functional, or implementation- oriented, the design of MAS architectures should be eased by using what we call social patterns rather than object-oriented design patterns. Social pat",15,0.023,1.0,likely_match,
3269f651fd9c,Design Patterns,"Designing AI-Enabled Engineering Courses: E-AIP Framework for Learning Outcomes, Process Evidence, and Integrity",,2025,Int. J. Eng. Pedagog.,https://www.semanticscholar.org/paper/2ab5c1476d21b2dedf95b4e208bae1ed432bf6b2,False,,,0,0,0,False,0,3269f651fd9c.pdf,,,,,,missing_pdf,
9ddabd46988b,Design Patterns,Towards project communication management patterns,,2016,,https://www.semanticscholar.org/paper/32151fad667b576649833919a71f37d315c43c48,False,,,0,0,0,False,0,9ddabd46988b.pdf,,,,,,missing_pdf,
e763873f823a,Design Patterns,Formalising design patterns,,1996,FME 1996,https://www.semanticscholar.org/paper/42d183baa4bedc79c05bc4e3d59a929ce9aab935,False,,,0,0,0,False,0,e763873f823a.pdf,,,,,,missing_pdf,
3a87795ac48c,Design Patterns,Framework for Designing and Evaluating Game Achievements,,2011,DiGRA Conference,https://www.semanticscholar.org/paper/4de775e4ffb6e1457af1e816baaa8c99cc4a0def,False,,,0,0,0,False,0,3a87795ac48c.pdf,,,,,,missing_pdf,
12029fe2805e,Design Patterns,ConsideracÃßoÃÉes sobre o pattern,,2016,,https://www.semanticscholar.org/paper/5dddc96892a4a3b6bc60a30ab697045d7da17b13,False,,,0,0,0,False,0,12029fe2805e.pdf,,,,,,missing_pdf,
1fda49b32463,Design Patterns,A Pattern-Oriented Approach to a Methodical Evaluation of Modeling Methods,,1996,Australasian Journal of Information Systems,https://www.semanticscholar.org/paper/5e199da79d0144ff9979ccc095e49b10504d7504,False,,,0,0,0,False,0,1fda49b32463.pdf,,,,,,missing_pdf,
0783409933b4,Design Patterns,A Two-Dimensional Framework for AI Agent Design Patterns: Cognitive Function and Execution Topology,,2026,,https://www.semanticscholar.org/paper/67855ed25bb27f6a2f8bae704fdd2d35c8891262,False,,,0,0,0,False,0,0783409933b4.pdf,,,,,,missing_pdf,
09055cc69e8c,Design Patterns,A Theoretical Model for Game Mechanics: Bridging Design Practice and Education,,2025,European Conference on Games Based Learning,https://www.semanticscholar.org/paper/7f6e881f023b0fe5f2281893261c1c7df62ed203,False,,,0,0,0,False,0,09055cc69e8c.pdf,,,,,,missing_pdf,
