paper_id,title,keyword,cluster_id,cluster_index,group_k,assignment_method,assignment_status
96f09212f1ba,Quality-driven validation: a link between four research traditions,Design rationale,DRAT-C02,1,2,spectral_knn10,numeric_rule_failed_requires_review
ab97fa9e6ec7,"""Argumentative Design Rationale and the Object-Oriented Development Process: better analysis, better design""",Design rationale,DRAT-C02,1,2,spectral_knn10,numeric_rule_failed_requires_review
bfff60a9512a,EVALUATING DESIGN RATIONALE,Design rationale,DRAT-C02,1,2,spectral_knn10,numeric_rule_failed_requires_review
00781ed0e844,Cognitive Point of View in Recursive Design,Design theory,DT-C01,0,3,spectral_knn10,numeric_rule_failed_requires_review
02f3ae017acb,Design Theory and Method of Complex Products: A Review,Design theory,DT-C01,0,3,spectral_knn10,numeric_rule_failed_requires_review
0e02199ea150,The Inspiration of Design Affairology to Hcd in Post Humanism Era,Design theory,DT-C01,0,3,spectral_knn10,numeric_rule_failed_requires_review
0ecb6c9b7eeb,Pluralism in Knowledge Management: a Review,Design theory,DT-C01,0,3,spectral_knn10,numeric_rule_failed_requires_review
141f85abba0a,How to Define Design in Industrial Control and Automation Software,Design theory,DT-C01,0,3,spectral_knn10,numeric_rule_failed_requires_review
15f17a542ff6,Epistemological aspects of participatory design studies conducted in the field of health science,Design theory,DT-C01,0,3,spectral_knn10,numeric_rule_failed_requires_review
1e8f1494fc78,Collaboration Engineering Methodology: Horizontal Extension to Accommodate Project and Program Concerns,Design theory,DT-C01,0,3,spectral_knn10,numeric_rule_failed_requires_review
232abf4e9e91,The Conceptual Design of Mechanical Products,Design theory,DT-C01,0,3,spectral_knn10,numeric_rule_failed_requires_review
2faef10b819d,A design theory for software engineering,Design theory,DT-C01,0,3,spectral_knn10,numeric_rule_failed_requires_review
363ca9685308,Cognitive Architecture and Instructional Design: 20 Years Later,Design theory,DT-C01,0,3,spectral_knn10,numeric_rule_failed_requires_review
4025e28730c1,Conceptual foundations of design problem solving,Design theory,DT-C01,0,3,spectral_knn10,numeric_rule_failed_requires_review
5b52ec143fa6,The ECC Methodology for Architecture Design Theory and Practices Research,Design theory,DT-C01,0,3,spectral_knn10,numeric_rule_failed_requires_review
68bf6cd63875,Design epistemology as innovation in public health research,Design theory,DT-C01,0,3,spectral_knn10,numeric_rule_failed_requires_review
7624ada60ef5,A systematic approach for the development of porous concrete based on axiomatic design theory,Design theory,DT-C01,0,3,spectral_knn10,numeric_rule_failed_requires_review
804431d6f285,Concepts and definitions for product recovery: Analysis and clarification of the terminology used in academia and industry,Design theory,DT-C01,0,3,spectral_knn10,numeric_rule_failed_requires_review
85c3a6761bcc,Designing Process Guidance Systems,Design theory,DT-C01,0,3,spectral_knn10,numeric_rule_failed_requires_review
8bb42e8202f8,A mathematical theory of design: modeling the design process (Part II),Design theory,DT-C01,0,3,spectral_knn10,numeric_rule_failed_requires_review
91ac41f73380,Knowing the Unknowable: Understanding and Measuring Design Impact Across Disciplines and Scale,Design theory,DT-C01,0,3,spectral_knn10,numeric_rule_failed_requires_review
9f9f7295ec8c,Affordance based design: a relational theory for design,Design theory,DT-C01,0,3,spectral_knn10,numeric_rule_failed_requires_review
a47956c54fb0,Limits of intelligence in design,Design theory,DT-C01,0,3,spectral_knn10,numeric_rule_failed_requires_review
af66a447ca7c,Digital Panopticon: How Remote Work Monitoring Shapes Employee Behavior and Motivation,Design theory,DT-C01,0,3,spectral_knn10,numeric_rule_failed_requires_review
c3005cf4cf75,Design as interactions of problem framing and problem solving,Design theory,DT-C01,0,3,spectral_knn10,numeric_rule_failed_requires_review
c403cb52fbf7,"Exploring co-design: a systematic review of concepts, processes, models, and frameworks used in public health research",Design theory,DT-C01,0,3,spectral_knn10,numeric_rule_failed_requires_review
c9175ef9ebfe,Management design theories,Design theory,DT-C01,0,3,spectral_knn10,numeric_rule_failed_requires_review
ca409db2dd49,A design theory for managing software process improvement,Design theory,DT-C01,0,3,spectral_knn10,numeric_rule_failed_requires_review
ceac90427122,Design-oriented human-computer interaction,Design theory,DT-C01,0,3,spectral_knn10,numeric_rule_failed_requires_review
d250dc6eb9d9,Systems Thinking and Design Thinking: The Search for Principles in the World We Are Making,Design theory,DT-C01,0,3,spectral_knn10,numeric_rule_failed_requires_review
d785c8a9964a,A Framework for Concept and its Testing on Patents,Design theory,DT-C01,0,3,spectral_knn10,numeric_rule_failed_requires_review
dc61c8a1dcd6,Multiscale Design Strategies in a Landscape Architecture Classroom,Design theory,DT-C01,0,3,spectral_knn10,numeric_rule_failed_requires_review
e47202a23273,Toward a design theory of strategic enterprise management business intelligence (SEMBI) capability maturity model,Design theory,DT-C01,0,3,spectral_knn10,numeric_rule_failed_requires_review
03fd54829f02,Digisprudence: the design of legitimate code,Design theory,DT-C02,1,3,spectral_knn10,numeric_rule_failed_requires_review
056ae4e01610,Beyond the old game design: a new design paradigm in Game Studies through C-K Theory,Design theory,DT-C02,1,3,spectral_knn10,numeric_rule_failed_requires_review
06e8b19b5894,Game design values,Design theory,DT-C02,1,3,spectral_knn10,numeric_rule_failed_requires_review
0bca44c18d6c,"Tinkering, tailoring, and bricolage: Implications for theories of Design",Design theory,DT-C02,1,3,spectral_knn10,numeric_rule_failed_requires_review
0c3ae5c60e89,Logic for accumulation of design science research theory,Design theory,DT-C02,1,3,spectral_knn10,numeric_rule_failed_requires_review
103eb1a8586b,Incommensurability and multi-paradigm grounding in design science research: Implications for creating knowledge,Design theory,DT-C02,1,3,spectral_knn10,numeric_rule_failed_requires_review
12a0faff1d0d,A new approach of innovative design: An introduction to C-K theory,Design theory,DT-C02,1,3,spectral_knn10,numeric_rule_failed_requires_review
1728dd2afe4b,Design theory in practice – Making design science research more transparent,Design theory,DT-C02,1,3,spectral_knn10,numeric_rule_failed_requires_review
20f56bbbd10c,2. Interstitial Design Processes: How Design Thinking and Social Design Processes Bridge Theory and Practice in TPC Pedagogy,Design theory,DT-C02,1,3,spectral_knn10,numeric_rule_failed_requires_review
2c8a6e74557f,"The tacit knowledge of entrepreneurial design: Interrelating theory, practice and prescription in entrepreneurship research",Design theory,DT-C02,1,3,spectral_knn10,numeric_rule_failed_requires_review
3f7b5dc9fc40,Concerning the Epistemology of Design: The Role of the Eco-Cognitive Model of Abduction in Pragmatism,Design theory,DT-C02,1,3,spectral_knn10,numeric_rule_failed_requires_review
4691ac0735c4,Transition Designing as Ontological Redirection: Key Principles for Transition-Oriented Futuring,Design theory,DT-C02,1,3,spectral_knn10,numeric_rule_failed_requires_review
4db508a9681a,Philosophy of design: A meta-theoretical structure for design theory,Design theory,DT-C02,1,3,spectral_knn10,numeric_rule_failed_requires_review
50c94f5857d8,Eight Components of a Design Theory of Sonification,Design theory,DT-C02,1,3,spectral_knn10,numeric_rule_failed_requires_review
5b3b013c191d,Towards a unified terminology for sonification and visualization,Design theory,DT-C02,1,3,spectral_knn10,numeric_rule_failed_requires_review
5ffd963397c9,THEORY OF TECHNICAL SYSTEMS - PREREQUISITE TO DESIGN THEORY.,Design theory,DT-C02,1,3,spectral_knn10,numeric_rule_failed_requires_review
6194ef223969,A typology of Urban Design theories and its application to the shared body of knowledge,Design theory,DT-C02,1,3,spectral_knn10,numeric_rule_failed_requires_review
64230bcb1202,Chimera heuristics: Generative rational heuristics for the unknown from design theory,Design theory,DT-C02,1,3,spectral_knn10,numeric_rule_failed_requires_review
66a74be75bef,An analysis and critique of Research through Design: towards a formalization of a research approach,Design theory,DT-C02,1,3,spectral_knn10,numeric_rule_failed_requires_review
66d4b9b36f31,"SHEAFIFICATION AS A DESIGN TECHNIQUE FOR CREATIVE PRESERVATION – PRINCIPLES, ILLUSTRATIONS, AND FIRST APPLICATIONS",Design theory,DT-C02,1,3,spectral_knn10,numeric_rule_failed_requires_review
79d31b954d2a,THE LOGICS OF DOUBLE PROOF IN PROOF OF CONCEPT: A DESIGN THEORY-BASED MODEL OF EXPERIMENTATION IN THE UNKNOWN,Design theory,DT-C02,1,3,spectral_knn10,numeric_rule_failed_requires_review
7d5d566e7d9b,What should we expect from research through design?,Design theory,DT-C02,1,3,spectral_knn10,numeric_rule_failed_requires_review
8391308bc194,"Design creativity for transitions: C-K/Topos, an advanced design theory for creative preservation",Design theory,DT-C02,1,3,spectral_knn10,numeric_rule_failed_requires_review
83d1ebe7d6c0,Design Theory in Information Systems,Design theory,DT-C02,1,3,spectral_knn10,numeric_rule_failed_requires_review
86405f99f015,The design theory nexus,Design theory,DT-C02,1,3,spectral_knn10,numeric_rule_failed_requires_review
8969406d81c9,It’s about Time: Adopting Theoretical Constructs from Visualization for Sonification,Design theory,DT-C02,1,3,spectral_knn10,numeric_rule_failed_requires_review
a1a2a51ae22e,Incommensurability in design science: Which comes first-Theory or artefact?,Design theory,DT-C02,1,3,spectral_knn10,numeric_rule_failed_requires_review
a21900f84443,Undesigning technology: considering the negation of design by design,Design theory,DT-C02,1,3,spectral_knn10,numeric_rule_failed_requires_review
b21a9b4cc5ef,C-K design theory: an advanced formulation,Design theory,DT-C02,1,3,spectral_knn10,numeric_rule_failed_requires_review
bacdc4f76eea,Work system principles: towards a justified design theory on the grounds of socio-instrumental pragmatism,Design theory,DT-C02,1,3,spectral_knn10,numeric_rule_failed_requires_review
beaf258777e6,What is the value of design theory?,Design theory,DT-C02,1,3,spectral_knn10,numeric_rule_failed_requires_review
c1b4dc1ba8ba,A mathematical theory of design: representation of design artifacts (Part I),Design theory,DT-C02,1,3,spectral_knn10,numeric_rule_failed_requires_review
c2c57ac5453e,"Theory construction in design research. Criteria, approaches, and methods.",Design theory,DT-C02,1,3,spectral_knn10,numeric_rule_failed_requires_review
d19f5f66d2ba,A Survey of Definition and its Role in Strengthening Design Theory,Design theory,DT-C02,1,3,spectral_knn10,numeric_rule_failed_requires_review
dbc7c9876d1a,The Creativity Passdown Effect: Sharing Design Thinking Processes with Design Theory,Design theory,DT-C02,1,3,spectral_knn10,numeric_rule_failed_requires_review
ec380d04cf61,GENERAL DESIGN THEORY.,Design theory,DT-C02,1,3,spectral_knn10,numeric_rule_failed_requires_review
f56243f52335,"Theory construction in design research Criteria: Approaches, and methods",Design theory,DT-C02,1,3,spectral_knn10,numeric_rule_failed_requires_review
fd05a25a5e94,Four Criteria for Design Theories,Design theory,DT-C02,1,3,spectral_knn10,numeric_rule_failed_requires_review
288676f720a1,A design theory for digital platforms supporting online communities: a multiple case study,Design theory,DT-C03,2,3,spectral_knn10,numeric_rule_failed_requires_review
306d52b89600,A theory of tailorable technology design,Design theory,DT-C03,2,3,spectral_knn10,numeric_rule_failed_requires_review
41443180c5b4,"Service Ecosystem Design: Propositions, Process Model, and Future Research Agenda",Design theory,DT-C03,2,3,spectral_knn10,numeric_rule_failed_requires_review
43fee329f83e,Process design theory for digital information services,Design theory,DT-C03,2,3,spectral_knn10,numeric_rule_failed_requires_review
5a973fb8ae6f,ICT-Enabled Self-Management of Chronic Diseases: Literature Review and Analysis Using Value-Sensitive Design,Design theory,DT-C03,2,3,spectral_knn10,numeric_rule_failed_requires_review
67d72b35ce6b,A nascent design theory for explainable intelligent systems,Design theory,DT-C03,2,3,spectral_knn10,numeric_rule_failed_requires_review
8107b8d7a099,Analyzing Initial Design Theory Components for Developing Information Security Laboratories,Design theory,DT-C03,2,3,spectral_knn10,numeric_rule_failed_requires_review
84cf9697f69d,Building an information system design theory for vigilant EIS,Design theory,DT-C03,2,3,spectral_knn10,numeric_rule_failed_requires_review
9049c4d2bbec,Towards a design theory of blended learning curriculum,Design theory,DT-C03,2,3,spectral_knn10,numeric_rule_failed_requires_review
92fd41483399,Design exemplars for synchronous e-learning: A design theory approach,Design theory,DT-C03,2,3,spectral_knn10,numeric_rule_failed_requires_review
9381fc58f61b,Design theory for dynamic complexity in information infrastructures: the case of building internet,Design theory,DT-C03,2,3,spectral_knn10,numeric_rule_failed_requires_review
97b253588409,An information systems design theory for web-based education,Design theory,DT-C03,2,3,spectral_knn10,numeric_rule_failed_requires_review
9e71c6e0b826,Towards design theory for community collaboration support system during crises: from conceptualisation to validation,Design theory,DT-C03,2,3,spectral_knn10,numeric_rule_failed_requires_review
be45dd819505,Population targeted requirements acquisition,Design theory,DT-C03,2,3,spectral_knn10,numeric_rule_failed_requires_review
bf31dda38b9e,Instructional transaction theory: instructional design based on knowledge objects,Design theory,DT-C03,2,3,spectral_knn10,numeric_rule_failed_requires_review
c0372ed4d123,Web-based information systems: Developing a design theory,Design theory,DT-C03,2,3,spectral_knn10,numeric_rule_failed_requires_review
d2fba2826d90,Design Principles for Platform-Enabled Knowledge Commons with an Expository Instantiation,Design theory,DT-C03,2,3,spectral_knn10,numeric_rule_failed_requires_review
